shipment_id,origin_port,destination_port,carrier,ship_date,base_transit_days,actual_transit_days,port_congestion_score,weather_condition,customs_complexity,cargo_weight_tons,num_stops,is_peak_season,carrier_on_time_rate,days_since_maintenance,fuel_cost_index,is_delayed
SHP07115,Busan,Seattle,MaerskLine,2022-05-25,12,17,0.224,Rainy,2,8.41,0,1,0.7914,68,1.1869,1
SHP07116,Guangzhou,Sydney,COSCO,2023-06-30,15,16,0.2582,Hurricane,1,7.38,1,1,0.5842,143,1.1827,1
SHP07117,Antwerp,Chicago,HapagLloyd,2022-10-26,13,13,0.1491,Storm,2,88.88,0,1,0.7879,46,0.7985,0
SHP07118,Guangzhou,Sydney,EverGreen,2022-09-30,15,15,0.6876,Rainy,1,20.17,0,0,0.6485,160,1.2651,0
SHP07119,Guangzhou,Sydney,EverGreen,2022-05-20,15,15,0.4113,Clear,2,12.85,0,1,0.6455,81,1.2965,0
SHP07120,Antwerp,Chicago,MSC,2022-09-28,13,14,0.0938,Hurricane,1,2.25,2,0,0.709,56,0.8955,1
SHP07121,Rotterdam,New York,COSCO,2022-02-24,10,12,0.1211,Hurricane,2,32.17,3,1,0.5469,89,0.9514,1
SHP07122,Busan,Seattle,MaerskLine,2022-01-22,12,12,0.342,Clear,2,57.3,0,0,0.8471,89,1.0828,0
SHP07123,Singapore,Hamburg,EverGreen,2023-07-01,18,23,0.5216,Storm,1,12.23,2,1,0.6475,169,1.1843,1
SHP07124,Rotterdam,New York,HapagLloyd,2022-11-03,10,10,0.1176,Rainy,1,35.32,0,1,0.7591,52,0.7435,0
SHP07125,Busan,Seattle,HapagLloyd,2023-10-12,12,19,0.2801,Storm,1,15.27,0,0,0.8037,11,1.0672,1
SHP07126,Antwerp,Chicago,MSC,2022-08-30,13,15,0.3694,Hurricane,2,18.21,0,1,0.7303,76,1.2629,1
SHP07127,Shanghai,Los Angeles,EverGreen,2022-08-09,14,14,0.1939,Clear,1,13.46,1,1,0.6484,166,0.9453,0
SHP07128,Hong Kong,London,EverGreen,2023-04-30,20,21,0.2413,Rainy,2,2.45,0,1,0.6639,49,1.115,1
SHP07129,Dubai,Mumbai,COSCO,2022-12-19,5,5,0.1793,Clear,1,19.22,0,0,0.5467,172,0.8293,0
SHP07130,Singapore,Hamburg,EverGreen,2023-04-24,18,20,0.3095,Clear,3,6.37,2,1,0.6352,85,1.0227,1
SHP07131,Shanghai,Los Angeles,EverGreen,2023-03-20,14,18,0.4675,Hurricane,1,42.47,0,0,0.6362,13,0.9014,1
SHP07132,Antwerp,Chicago,MaerskLine,2023-12-18,13,17,0.1628,Storm,3,20.17,0,1,0.7576,61,0.8033,1
SHP07133,Rotterdam,New York,MSC,2023-02-13,10,18,0.2545,Hurricane,1,15.48,2,1,0.7613,144,1.0689,1
SHP07134,Rotterdam,New York,MSC,2022-07-12,10,12,0.3784,Hurricane,2,72.5,0,1,0.7373,62,1.2376,1
SHP07135,Antwerp,Chicago,EverGreen,2023-10-23,13,13,0.5048,Rainy,1,6.07,0,0,0.7009,114,1.2212,0
SHP07136,Busan,Seattle,MaerskLine,2022-09-12,12,12,0.3588,Cloudy,1,4.66,1,0,0.8208,26,0.9097,0
SHP07137,Antwerp,Chicago,EverGreen,2022-12-09,13,14,0.0927,Hurricane,3,48.35,1,0,0.6731,22,0.8349,1
SHP07138,Shanghai,Los Angeles,EverGreen,2022-02-15,14,18,0.5673,Hurricane,2,66.34,0,1,0.6314,86,0.9615,1
SHP07139,Guangzhou,Sydney,COSCO,2023-03-14,15,15,0.1876,Clear,1,11.13,0,0,0.5856,112,0.7276,0
SHP07140,Busan,Seattle,MaerskLine,2023-04-11,12,13,0.6296,Storm,1,96.92,0,1,0.8053,5,1.0382,1
SHP07141,Dubai,Mumbai,HapagLloyd,2022-10-03,5,5,0.1414,Rainy,1,25.79,2,0,0.7288,91,1.0711,0
SHP07142,Dubai,Mumbai,MaerskLine,2022-12-26,5,5,0.2948,Cloudy,2,27.13,2,1,0.8735,56,0.9948,0
SHP07143,Antwerp,Chicago,MSC,2022-12-03,13,17,0.3509,Storm,2,32.59,0,0,0.7306,155,1.2167,1
SHP07144,Busan,Seattle,MaerskLine,2023-09-28,12,12,0.5227,Rainy,1,27.11,0,0,0.8186,57,1.2577,0
SHP07145,Singapore,Hamburg,EverGreen,2023-09-22,18,18,0.1116,Cloudy,2,20.71,2,0,0.649,0,0.7042,0
SHP07146,Shanghai,Los Angeles,MSC,2023-07-22,14,14,0.675,Clear,1,17.87,1,0,0.7432,91,0.8497,0
SHP07147,Dubai,Mumbai,EverGreen,2022-03-26,5,9,0.1125,Rainy,2,21.81,0,1,0.6261,46,0.7546,1
SHP07148,Guangzhou,Sydney,EverGreen,2023-10-02,15,27,0.3528,Hurricane,2,60.67,0,0,0.6385,82,1.2756,1
SHP07149,Busan,Seattle,COSCO,2023-07-19,12,12,0.2736,Rainy,2,12.12,1,0,0.5773,18,0.7374,0
SHP07150,Hong Kong,London,HapagLloyd,2022-07-10,20,20,0.3235,Cloudy,1,12.19,0,1,0.7174,83,1.2406,0
SHP07151,Shanghai,Los Angeles,EverGreen,2024-01-01,14,14,0.3021,Rainy,1,11.2,0,0,0.5751,64,1.0335,0
SHP07152,Hong Kong,London,MSC,2022-02-25,20,24,0.396,Storm,1,9.1,2,0,0.7312,169,0.971,1
SHP07153,Rotterdam,New York,COSCO,2023-10-27,10,10,0.1423,Cloudy,3,61.39,0,1,0.6042,18,0.8704,0
SHP07154,Shanghai,Los Angeles,MSC,2023-11-06,14,23,0.1134,Hurricane,1,7.75,0,0,0.7126,53,1.0641,1
SHP07155,Guangzhou,Sydney,EverGreen,2023-09-07,15,15,0.3679,Cloudy,2,49.46,0,1,0.588,52,1.1421,0
SHP07156,Singapore,Hamburg,MSC,2023-02-14,18,20,0.6721,Rainy,2,2.72,1,0,0.7402,82,1.1743,1
SHP07157,Hong Kong,London,COSCO,2022-01-31,20,24,0.3712,Clear,1,32.58,0,0,0.5463,57,0.9563,1
SHP07158,Antwerp,Chicago,HapagLloyd,2022-12-28,13,18,0.3024,Hurricane,3,42.81,1,1,0.7547,17,1.0384,1
SHP07159,Busan,Seattle,MaerskLine,2022-08-02,12,12,0.5242,Cloudy,2,27.09,2,0,0.8507,7,1.0271,0
SHP07160,Singapore,Hamburg,MaerskLine,2023-10-06,18,18,0.4618,Clear,1,52.46,1,1,0.8475,55,0.9227,0
SHP07161,Hong Kong,London,MSC,2022-12-01,20,20,0.1509,Clear,1,48.26,0,0,0.7117,76,1.234,0
SHP07162,Shanghai,Los Angeles,MaerskLine,2022-03-22,14,14,0.2404,Rainy,2,24.03,1,1,0.7514,50,1.0888,0
SHP07163,Singapore,Hamburg,MaerskLine,2022-05-10,18,18,0.0723,Storm,2,3.24,0,0,0.8071,120,1.2126,0
SHP07164,Shanghai,Los Angeles,COSCO,2023-12-11,14,15,0.2709,Hurricane,1,22.93,1,0,0.5681,32,0.839,1
SHP07165,Shanghai,Los Angeles,HapagLloyd,2022-02-27,14,18,0.2316,Cloudy,1,2.38,1,0,0.7772,81,0.845,1
SHP07166,Hong Kong,London,COSCO,2023-04-05,20,21,0.6782,Hurricane,2,65.09,0,1,0.5975,6,1.0754,1
SHP07167,Dubai,Mumbai,HapagLloyd,2023-05-13,5,5,0.485,Rainy,1,22.15,0,0,0.7826,146,1.2442,0
SHP07168,Antwerp,Chicago,MSC,2022-06-03,13,14,0.3328,Hurricane,1,3.09,1,0,0.7189,86,0.7026,1
SHP07169,Busan,Seattle,COSCO,2022-04-18,12,12,0.184,Rainy,1,9.78,0,1,0.5998,107,0.8162,0
SHP07170,Hong Kong,London,MaerskLine,2022-05-29,20,22,0.1442,Hurricane,1,24.11,0,1,0.824,152,1.0039,1
SHP07171,Dubai,Mumbai,HapagLloyd,2022-10-09,5,5,0.5206,Cloudy,2,7.59,2,0,0.7923,57,1.0267,0
SHP07172,Singapore,Hamburg,HapagLloyd,2022-04-11,18,20,0.0502,Rainy,1,48.12,0,0,0.7678,167,1.059,1
SHP07173,Hong Kong,London,MSC,2023-04-24,20,25,0.2453,Rainy,2,4.96,0,0,0.7433,99,0.9871,1
SHP07174,Guangzhou,Sydney,HapagLloyd,2022-03-23,15,24,0.3387,Hurricane,1,7.26,2,0,0.7766,24,0.7958,1
SHP07175,Hong Kong,London,COSCO,2022-02-24,20,23,0.3105,Hurricane,1,27.43,0,1,0.5544,35,0.9765,1
SHP07176,Rotterdam,New York,HapagLloyd,2023-09-28,10,10,0.1595,Storm,3,9.31,2,0,0.7521,24,1.1178,0
SHP07177,Hong Kong,London,COSCO,2023-04-10,20,25,0.2471,Rainy,3,14.52,0,0,0.5673,70,1.2007,1
SHP07178,Guangzhou,Sydney,MaerskLine,2023-12-27,15,17,0.6378,Rainy,3,86.43,0,1,0.8293,141,1.2644,1
SHP07179,Busan,Seattle,HapagLloyd,2022-04-28,12,14,0.4273,Hurricane,2,13.63,1,1,0.7695,44,1.2666,1
SHP07180,Hong Kong,London,MaerskLine,2023-11-02,20,21,0.4567,Hurricane,1,27.93,0,0,0.7748,24,1.2592,1
SHP07181,Busan,Seattle,COSCO,2022-02-12,12,16,0.3572,Storm,2,19.79,0,0,0.5691,46,0.8568,1
SHP07182,Dubai,Mumbai,COSCO,2023-02-27,5,5,0.6794,Clear,2,27.26,2,0,0.5985,78,1.0181,0
SHP07183,Hong Kong,London,COSCO,2022-08-04,20,21,0.3317,Rainy,1,21.73,1,0,0.5264,21,1.2069,1
SHP07184,Hong Kong,London,COSCO,2022-03-05,20,22,0.098,Hurricane,3,19.13,0,0,0.5848,45,0.7283,1
SHP07185,Singapore,Hamburg,MSC,2022-12-04,18,18,0.2274,Storm,1,1.68,0,0,0.7568,15,1.0299,0
SHP07186,Busan,Seattle,EverGreen,2023-05-20,12,16,0.2546,Storm,2,10.28,1,0,0.6129,76,0.7757,1
SHP07187,Busan,Seattle,COSCO,2023-01-14,12,17,0.3994,Hurricane,2,3.75,2,0,0.5835,114,0.7866,1
SHP07188,Busan,Seattle,MaerskLine,2023-04-04,12,12,0.0829,Cloudy,2,3.31,0,1,0.7756,84,0.7308,0
SHP07189,Singapore,Hamburg,COSCO,2022-09-12,18,19,0.4302,Hurricane,1,9.3,2,0,0.5599,2,1.1823,1
SHP07190,Antwerp,Chicago,HapagLloyd,2022-01-18,13,13,0.5042,Storm,1,24.25,0,0,0.7663,116,0.8433,0
SHP07191,Antwerp,Chicago,MaerskLine,2023-01-08,13,13,0.0751,Rainy,1,12.03,1,0,0.8461,86,0.7157,0
SHP07192,Busan,Seattle,HapagLloyd,2023-03-03,12,12,0.3449,Rainy,2,20.8,1,0,0.8197,156,0.9875,0
SHP07193,Antwerp,Chicago,COSCO,2022-05-16,13,14,0.2189,Clear,2,25.41,1,0,0.5826,88,0.8769,1
SHP07194,Dubai,Mumbai,HapagLloyd,2023-11-06,5,5,0.2217,Rainy,1,9.25,0,0,0.75,173,1.169,0
SHP07195,Antwerp,Chicago,MaerskLine,2023-08-24,13,19,0.5829,Cloudy,3,19.03,0,0,0.7901,83,1.0341,1
SHP07196,Dubai,Mumbai,COSCO,2023-04-07,5,5,0.3306,Clear,3,5.91,0,0,0.6047,111,0.96,0
SHP07197,Guangzhou,Sydney,EverGreen,2022-01-22,15,17,0.4853,Rainy,3,77.2,1,0,0.6326,133,1.2144,1
SHP07198,Guangzhou,Sydney,COSCO,2022-06-06,15,15,0.192,Clear,1,25.32,0,0,0.5987,97,0.7781,0
SHP07199,Antwerp,Chicago,MSC,2022-07-22,13,16,0.3518,Storm,1,36.88,0,0,0.7512,3,1.1394,1
SHP07200,Rotterdam,New York,COSCO,2023-12-12,10,14,0.214,Rainy,1,24.93,2,0,0.5538,172,1.1095,1
SHP07201,Dubai,Mumbai,COSCO,2023-10-15,5,5,0.3181,Clear,3,35.86,0,0,0.5996,32,0.7417,0
SHP07202,Shanghai,Los Angeles,MaerskLine,2023-01-09,14,14,0.1219,Rainy,1,15.79,0,1,0.764,64,0.8578,0
SHP07203,Hong Kong,London,HapagLloyd,2022-12-28,20,20,0.0312,Cloudy,2,18.62,0,0,0.777,52,1.2799,0
SHP07204,Hong Kong,London,HapagLloyd,2023-01-08,20,20,0.4957,Rainy,2,17.53,0,0,0.7453,143,0.9554,0
SHP07205,Guangzhou,Sydney,MSC,2023-07-26,15,15,0.0654,Clear,2,72.21,3,0,0.6871,122,0.7984,0
SHP07206,Dubai,Mumbai,MSC,2023-11-05,5,5,0.2965,Rainy,1,29.61,0,0,0.7811,130,1.0516,0
SHP07207,Antwerp,Chicago,EverGreen,2023-07-28,13,15,0.4015,Storm,2,105.2,0,0,0.6043,135,1.2603,1
SHP07208,Hong Kong,London,MaerskLine,2023-08-18,20,20,0.1864,Rainy,1,2.13,0,0,0.8447,107,1.0526,0
SHP07209,Rotterdam,New York,MaerskLine,2022-02-22,10,13,0.3817,Hurricane,1,10.68,1,0,0.8115,159,0.8894,1
SHP07210,Busan,Seattle,MSC,2023-01-15,12,12,0.2677,Clear,1,8.91,0,0,0.7492,22,0.7074,0
SHP07211,Hong Kong,London,EverGreen,2022-06-12,20,26,0.6808,Hurricane,2,56.25,0,0,0.6755,116,1.2949,1
SHP07212,Rotterdam,New York,HapagLloyd,2022-08-17,10,10,0.4549,Storm,2,26.27,0,0,0.7359,73,0.9655,0
SHP07213,Guangzhou,Sydney,HapagLloyd,2023-09-23,15,17,0.5268,Storm,1,18.95,1,0,0.7747,168,1.1103,1
SHP07214,Dubai,Mumbai,MaerskLine,2023-08-13,5,6,0.2244,Storm,2,144.47,0,1,0.8558,89,0.9899,1
SHP07215,Hong Kong,London,MaerskLine,2023-01-16,20,21,0.4876,Clear,1,13.7,0,1,0.7923,141,1.1594,1
SHP07216,Dubai,Mumbai,HapagLloyd,2023-01-14,5,5,0.1335,Clear,3,10.39,0,1,0.7808,166,0.9698,0
SHP07217,Dubai,Mumbai,MSC,2022-10-19,5,5,0.668,Clear,2,11.5,0,1,0.72,163,0.8916,0
SHP07218,Shanghai,Los Angeles,MaerskLine,2023-12-04,14,15,0.2037,Hurricane,3,2.39,2,0,0.8005,133,0.9012,1
SHP07219,Dubai,Mumbai,MSC,2023-05-27,5,6,0.425,Hurricane,2,31.25,0,0,0.7185,12,1.1774,1
SHP07220,Shanghai,Los Angeles,MSC,2022-08-30,14,14,0.2043,Clear,1,37.53,2,0,0.7178,128,0.9717,0
SHP07221,Antwerp,Chicago,HapagLloyd,2022-03-06,13,13,0.2838,Cloudy,2,50.39,0,0,0.7812,66,0.8798,0
SHP07222,Dubai,Mumbai,HapagLloyd,2023-04-06,5,8,0.4331,Rainy,1,23.0,0,1,0.7905,126,1.1364,1
SHP07223,Rotterdam,New York,EverGreen,2022-09-12,10,12,0.4136,Storm,1,48.14,0,0,0.6366,69,0.8602,1
SHP07224,Busan,Seattle,MSC,2022-11-03,12,12,0.1867,Clear,2,10.86,1,0,0.7324,45,1.1396,0
SHP07225,Rotterdam,New York,MSC,2023-02-19,10,10,0.2425,Rainy,1,22.29,0,1,0.7373,77,0.9255,0
SHP07226,Guangzhou,Sydney,COSCO,2023-02-27,15,15,0.2301,Storm,2,1.7,0,1,0.565,149,0.8735,0
SHP07227,Busan,Seattle,COSCO,2023-10-26,12,13,0.2073,Clear,3,16.39,0,1,0.5,95,1.2464,1
SHP07228,Dubai,Mumbai,MSC,2023-03-21,5,5,0.1295,Storm,2,20.39,0,0,0.7007,12,0.7565,0
SHP07229,Guangzhou,Sydney,MSC,2023-10-29,15,17,0.1584,Storm,1,34.54,1,0,0.7466,9,1.0039,1
SHP07230,Hong Kong,London,HapagLloyd,2023-07-17,20,20,0.1274,Clear,2,16.84,3,0,0.8057,85,1.2925,0
SHP07231,Antwerp,Chicago,EverGreen,2023-08-04,13,14,0.1869,Rainy,2,7.68,2,1,0.5916,125,1.1886,1
SHP07232,Singapore,Hamburg,COSCO,2023-11-11,18,20,0.4859,Storm,3,20.84,0,0,0.5592,115,0.7402,1
SHP07233,Rotterdam,New York,COSCO,2023-09-17,10,11,0.4095,Rainy,1,366.82,2,0,0.549,137,0.8063,1
SHP07234,Dubai,Mumbai,HapagLloyd,2022-09-13,5,12,0.2976,Hurricane,2,27.39,1,0,0.7633,99,0.7829,1
SHP07235,Rotterdam,New York,COSCO,2023-02-18,10,11,0.3718,Rainy,2,1.49,2,0,0.5751,161,1.1229,1
SHP07236,Busan,Seattle,MSC,2022-01-11,12,12,0.2341,Cloudy,2,12.0,0,0,0.7023,134,1.0788,0
SHP07237,Singapore,Hamburg,EverGreen,2023-07-23,18,19,0.4483,Hurricane,1,11.04,0,0,0.6042,143,0.7343,1
SHP07238,Guangzhou,Sydney,COSCO,2023-03-05,15,16,0.3253,Hurricane,2,4.42,0,0,0.5592,62,0.8908,1
SHP07239,Rotterdam,New York,MaerskLine,2022-05-23,10,17,0.7274,Hurricane,3,36.08,0,1,0.7725,170,1.1123,1
SHP07240,Singapore,Hamburg,MSC,2023-07-28,18,29,0.5406,Cloudy,1,9.05,0,1,0.7146,80,1.2213,1
SHP07241,Antwerp,Chicago,MSC,2022-08-20,13,13,0.0584,Cloudy,2,23.65,0,0,0.6979,69,0.7342,0
SHP07242,Antwerp,Chicago,MSC,2023-07-26,13,13,0.0486,Cloudy,1,55.97,0,0,0.7166,19,0.898,0
SHP07243,Busan,Seattle,MaerskLine,2022-03-07,12,12,0.3536,Storm,1,21.32,1,0,0.8202,178,0.8253,0
SHP07244,Dubai,Mumbai,HapagLloyd,2022-11-05,5,5,0.2283,Storm,1,31.74,0,0,0.7353,105,1.0351,0
SHP07245,Hong Kong,London,EverGreen,2022-09-29,20,21,0.0028,Hurricane,1,51.8,1,1,0.666,61,1.0329,1
SHP07246,Hong Kong,London,COSCO,2022-11-30,20,21,0.3508,Hurricane,2,31.73,1,0,0.5926,99,1.1708,1
SHP07247,Antwerp,Chicago,EverGreen,2023-04-17,13,13,0.2549,Rainy,3,8.5,0,0,0.6417,108,0.8463,0
SHP07248,Guangzhou,Sydney,HapagLloyd,2022-12-28,15,15,0.2504,Clear,2,39.19,0,1,0.7684,53,0.8422,0
SHP07249,Hong Kong,London,MaerskLine,2023-10-15,20,20,0.134,Cloudy,1,28.7,2,0,0.8619,72,1.0601,0
SHP07250,Antwerp,Chicago,EverGreen,2023-09-09,13,25,0.4981,Rainy,3,64.58,0,0,0.6286,96,0.8068,1
SHP07251,Busan,Seattle,MSC,2022-06-19,12,13,0.4573,Storm,1,17.93,1,0,0.7098,121,1.103,1
SHP07252,Antwerp,Chicago,MaerskLine,2022-09-19,13,13,0.2629,Rainy,1,6.51,0,0,0.7813,130,1.1607,0
SHP07253,Guangzhou,Sydney,COSCO,2022-09-17,15,18,0.2184,Cloudy,2,30.83,1,0,0.5585,99,0.9625,1
SHP07254,Singapore,Hamburg,MaerskLine,2022-03-31,18,20,0.3547,Clear,2,53.45,0,1,0.8207,24,0.7055,1
SHP07255,Guangzhou,Sydney,EverGreen,2022-04-13,15,15,0.2203,Rainy,3,134.23,0,0,0.6311,127,1.2202,0
SHP07256,Hong Kong,London,MSC,2022-03-26,20,20,0.5494,Clear,2,11.28,1,1,0.6956,45,0.8353,0
SHP07257,Rotterdam,New York,HapagLloyd,2023-11-05,10,17,0.2855,Hurricane,3,5.24,1,0,0.7669,31,0.7383,1
SHP07258,Shanghai,Los Angeles,COSCO,2022-04-14,14,26,0.4515,Storm,2,53.94,0,0,0.5645,124,0.7226,1
SHP07259,Dubai,Mumbai,MSC,2023-07-15,5,5,0.2353,Rainy,2,12.21,3,0,0.6721,23,1.0895,0
SHP07260,Hong Kong,London,MaerskLine,2022-09-27,20,25,0.4714,Hurricane,1,14.72,2,1,0.7304,98,0.8407,1
SHP07261,Dubai,Mumbai,MSC,2023-05-28,5,5,0.2279,Cloudy,1,67.57,1,0,0.7298,138,0.8317,0
SHP07262,Antwerp,Chicago,EverGreen,2022-07-29,13,13,0.2316,Storm,1,11.34,0,0,0.6663,74,0.7831,0
SHP07263,Singapore,Hamburg,EverGreen,2022-02-18,18,22,0.176,Hurricane,1,61.85,1,0,0.6183,94,0.9439,1
SHP07264,Busan,Seattle,MSC,2022-04-09,12,17,0.2994,Cloudy,2,8.1,0,1,0.7159,10,1.1806,1
SHP07265,Shanghai,Los Angeles,EverGreen,2023-06-02,14,14,0.2257,Clear,3,92.29,0,0,0.6499,122,1.2092,0
SHP07266,Rotterdam,New York,EverGreen,2022-06-04,10,10,0.3033,Clear,1,12.82,1,1,0.6115,34,0.7234,0
SHP07267,Singapore,Hamburg,HapagLloyd,2022-12-24,18,18,0.2593,Clear,2,7.39,2,0,0.7497,36,1.1266,0
SHP07268,Antwerp,Chicago,COSCO,2023-02-21,13,18,0.2993,Hurricane,2,28.05,0,0,0.5406,16,1.1955,1
SHP07269,Hong Kong,London,HapagLloyd,2022-05-16,20,22,0.4684,Hurricane,2,10.97,0,1,0.7878,6,0.8959,1
SHP07270,Antwerp,Chicago,MaerskLine,2023-09-28,13,13,0.2852,Cloudy,3,20.21,2,0,0.813,33,1.1808,0
SHP07271,Guangzhou,Sydney,MaerskLine,2022-08-09,15,15,0.3276,Clear,2,6.77,1,0,0.8003,177,1.2176,0
SHP07272,Hong Kong,London,HapagLloyd,2022-01-07,20,28,0.6316,Cloudy,3,20.99,0,1,0.7798,22,0.7644,1
SHP07273,Antwerp,Chicago,EverGreen,2022-02-11,13,14,0.3242,Rainy,2,4.01,2,1,0.5794,172,0.7762,1
SHP07274,Guangzhou,Sydney,MaerskLine,2022-06-06,15,15,0.3208,Clear,2,11.15,1,0,0.8286,105,0.8255,0
SHP07275,Singapore,Hamburg,MaerskLine,2023-04-12,18,18,0.2659,Storm,1,3.83,0,0,0.8432,11,0.807,0
SHP07276,Busan,Seattle,COSCO,2022-04-23,12,12,0.4173,Cloudy,1,68.35,0,0,0.6351,163,0.7192,0
SHP07277,Busan,Seattle,EverGreen,2022-06-08,12,14,0.4859,Cloudy,1,49.18,1,0,0.665,107,1.0113,1
SHP07278,Shanghai,Los Angeles,COSCO,2022-05-10,14,14,0.1539,Cloudy,1,46.34,1,1,0.6007,163,0.9703,0
SHP07279,Antwerp,Chicago,COSCO,2022-07-03,13,19,0.261,Cloudy,3,35.27,0,0,0.5533,118,1.0837,1
SHP07280,Guangzhou,Sydney,EverGreen,2022-02-14,15,16,0.3943,Storm,1,31.32,0,0,0.6733,127,1.0802,1
SHP07281,Singapore,Hamburg,MSC,2023-02-28,18,19,0.4088,Cloudy,2,13.37,0,0,0.7475,91,0.9266,1
SHP07282,Hong Kong,London,COSCO,2022-05-30,20,23,0.1636,Hurricane,3,14.59,0,1,0.5619,55,1.2601,1
SHP07283,Busan,Seattle,EverGreen,2022-06-03,12,12,0.1604,Rainy,2,42.27,1,0,0.6963,94,0.8863,0
SHP07284,Guangzhou,Sydney,EverGreen,2023-11-22,15,16,0.4816,Cloudy,2,7.2,2,0,0.6205,141,1.2078,1
SHP07285,Dubai,Mumbai,EverGreen,2022-05-28,5,6,0.2783,Storm,3,48.65,2,0,0.6003,1,1.1263,1
SHP07286,Antwerp,Chicago,COSCO,2022-12-31,13,15,0.2174,Clear,3,27.76,0,1,0.5877,102,0.9816,1
SHP07287,Guangzhou,Sydney,HapagLloyd,2023-08-16,15,17,0.2663,Storm,1,18.43,3,1,0.7709,168,0.8144,1
SHP07288,Shanghai,Los Angeles,COSCO,2022-03-14,14,17,0.388,Storm,2,60.63,0,0,0.5707,134,1.2388,1
SHP07289,Singapore,Hamburg,MaerskLine,2023-01-28,18,19,0.1505,Hurricane,2,8.35,0,1,0.8419,80,0.903,1
SHP07290,Antwerp,Chicago,HapagLloyd,2022-09-04,13,13,0.3457,Cloudy,1,13.71,0,0,0.7009,46,1.0887,0
SHP07291,Hong Kong,London,MSC,2023-12-14,20,25,0.5461,Hurricane,1,12.06,2,0,0.6894,119,1.0318,1
SHP07292,Dubai,Mumbai,MaerskLine,2022-10-16,5,5,0.6637,Rainy,3,17.29,0,1,0.7943,105,1.1219,0
SHP07293,Hong Kong,London,MaerskLine,2022-02-27,20,21,0.0502,Storm,1,26.87,0,0,0.8346,94,0.8489,1
SHP07294,Antwerp,Chicago,HapagLloyd,2022-04-21,13,13,0.3337,Rainy,1,29.83,1,1,0.7946,138,1.2082,0
SHP07295,Dubai,Mumbai,MaerskLine,2023-02-10,5,5,0.1983,Cloudy,1,38.92,1,1,0.8295,1,0.7616,0
SHP07296,Busan,Seattle,EverGreen,2023-10-06,12,23,0.1523,Hurricane,2,13.87,3,0,0.6158,4,1.1001,1
SHP07297,Hong Kong,London,MaerskLine,2022-02-05,20,22,0.4491,Hurricane,1,9.07,0,1,0.8489,140,1.2033,1
SHP07298,Busan,Seattle,MaerskLine,2022-11-09,12,12,0.171,Clear,3,18.86,0,0,0.8391,145,0.995,0
SHP07299,Shanghai,Los Angeles,COSCO,2022-08-15,14,15,0.6429,Clear,1,38.47,0,1,0.6275,124,0.7268,1
SHP07300,Dubai,Mumbai,COSCO,2022-09-11,5,7,0.3938,Storm,1,18.44,0,0,0.5728,33,0.8717,1
SHP07301,Dubai,Mumbai,EverGreen,2022-01-07,5,5,0.2835,Cloudy,2,20.42,1,0,0.6534,107,1.2474,0
SHP07302,Hong Kong,London,EverGreen,2022-07-18,20,20,0.2387,Rainy,1,21.23,0,0,0.6256,23,1.1454,0
SHP07303,Antwerp,Chicago,MaerskLine,2023-07-08,13,13,0.2321,Clear,1,52.21,0,0,0.8039,125,0.927,0
SHP07304,Busan,Seattle,MaerskLine,2022-09-27,12,13,0.3944,Storm,1,30.79,0,0,0.7809,67,0.9123,1
SHP07305,Dubai,Mumbai,EverGreen,2023-10-25,5,5,0.1038,Storm,1,9.25,0,1,0.6449,99,0.8993,0
SHP07306,Singapore,Hamburg,MaerskLine,2022-10-04,18,19,0.5547,Storm,1,19.16,0,1,0.7977,63,1.1833,1
SHP07307,Antwerp,Chicago,MaerskLine,2022-12-16,13,13,0.1299,Clear,1,9.52,0,0,0.8223,51,0.8698,0
SHP07308,Singapore,Hamburg,HapagLloyd,2023-10-05,18,24,0.582,Cloudy,3,128.88,0,0,0.8179,78,1.1465,1
SHP07309,Antwerp,Chicago,MaerskLine,2023-07-07,13,15,0.2769,Storm,1,14.8,0,0,0.8003,136,0.9103,1
SHP07310,Hong Kong,London,EverGreen,2023-01-23,20,21,0.2804,Hurricane,3,122.62,0,1,0.6636,100,0.8219,1
SHP07311,Antwerp,Chicago,COSCO,2022-04-07,13,13,0.5109,Clear,1,58.52,0,0,0.5781,115,1.2801,0
SHP07312,Antwerp,Chicago,MSC,2023-12-20,13,14,0.2368,Hurricane,2,8.08,0,1,0.7179,30,1.2027,1
SHP07313,Rotterdam,New York,MaerskLine,2023-08-27,10,10,0.2279,Rainy,2,37.74,1,0,0.7943,58,1.1836,0
SHP07314,Rotterdam,New York,EverGreen,2022-07-13,10,11,0.4791,Hurricane,2,8.0,0,0,0.6374,124,0.8021,1
SHP07315,Dubai,Mumbai,MaerskLine,2023-01-20,5,5,0.3805,Storm,1,80.24,0,0,0.7918,150,1.1677,0
SHP07316,Busan,Seattle,EverGreen,2024-01-01,12,12,0.0405,Clear,1,71.57,0,0,0.6478,81,1.2525,0
SHP07317,Busan,Seattle,COSCO,2023-12-23,12,12,0.2255,Clear,1,15.3,2,0,0.5605,54,0.9132,0
SHP07318,Busan,Seattle,COSCO,2022-12-09,12,12,0.1938,Cloudy,1,14.89,0,0,0.5885,104,0.7263,0
SHP07319,Dubai,Mumbai,COSCO,2023-05-25,5,8,0.0624,Storm,2,60.93,1,1,0.5757,2,1.2357,1
SHP07320,Guangzhou,Sydney,COSCO,2023-02-06,15,15,0.2409,Clear,2,10.94,1,0,0.5701,164,0.7666,0
